user_id,data_usage_GB,call_minutes,sms_count,avg_recharge,last_recharge,recharge_time,city,user_type,recommended_plan
6972,4.1,41,46,387.94,164.56,night,Chennai,prepaid,combo
6973,16.12,157,18,421.0,77.31,evening,Bangalore,postpaid,data
6974,17.02,278,2,471.18,168.61,evening,Chennai,prepaid,combo
6975,5.85,107,41,314.49,51.0,morning,Bangalore,postpaid,combo
6976,19.05,245,45,106.26,177.98,night,Bangalore,postpaid,combo
6977,1.09,261,2,377.62,482.53,morning,Pune,prepaid,combo
6978,3.08,577,49,489.8,272.46,afternoon,Chennai,postpaid,combo
6979,10.8,211,19,318.16,481.79,morning,Hyderabad,postpaid,combo
6980,11.56,258,1,445.12,177.86,morning,Mumbai,postpaid,data
6981,12.94,382,19,230.45,481.73,evening,Bangalore,prepaid,combo
6982,0.44,185,25,65.87,473.7,afternoon,Hyderabad,postpaid,combo
6983,19.21,114,18,385.37,294.52,night,Hyderabad,postpaid,data
6984,0.99,254,49,67.94,389.04,afternoon,Delhi,prepaid,combo
6985,2.95,234,32,475.97,281.65,morning,Chennai,prepaid,combo
6986,0.38,448,46,288.44,164.73,night,Mumbai,postpaid,combo
6987,11.38,320,33,472.54,121.15,evening,Hyderabad,postpaid,combo
6988,18.65,518,27,147.8,331.81,evening,Hyderabad,postpaid,combo
6989,13.35,63,47,407.19,152.27,night,Mumbai,prepaid,data
6990,16.47,390,48,204.11,473.44,morning,Bangalore,postpaid,combo
6991,0.36,330,13,153.06,240.96,night,Mumbai,postpaid,combo
6992,10.89,228,13,67.3,481.66,afternoon,Chennai,prepaid,data
6993,9.25,478,28,105.52,429.2,night,Mumbai,postpaid,combo
6994,10.03,413,25,226.99,461.48,night,Mumbai,prepaid,combo
6995,1.54,356,32,246.81,380.98,morning,Chennai,postpaid,combo
6996,13.72,498,4,241.97,84.63,evening,Mumbai,postpaid,combo
6997,10.11,368,41,149.91,424.49,evening,Delhi,postpaid,combo
6998,15.33,66,1,409.21,292.49,evening,Mumbai,prepaid,data
6999,9.76,550,8,355.2,474.01,morning,Chennai,prepaid,combo
7000,3.07,96,18,81.06,59.05,evening,Pune,prepaid,data
7001,13.0,387,26,238.59,367.53,afternoon,Hyderabad,postpaid,combo
7002,3.53,88,26,232.45,141.2,morning,Chennai,prepaid,combo
7003,17.46,372,25,445.73,387.63,afternoon,Chennai,prepaid,combo
7004,12.3,317,36,384.43,321.27,morning,Hyderabad,postpaid,combo
7005,3.23,98,36,475.66,208.74,evening,Delhi,prepaid,combo
7006,19.25,296,13,312.39,465.64,afternoon,Delhi,prepaid,combo
7007,10.42,232,2,362.49,88.93,evening,Delhi,postpaid,data
7008,1.55,173,20,326.71,261.27,morning,Bangalore,prepaid,data
7009,12.57,304,45,132.79,115.9,afternoon,Mumbai,prepaid,combo
7010,5.14,321,36,71.15,311.25,afternoon,Pune,prepaid,combo
7011,16.09,483,39,110.81,308.14,afternoon,Hyderabad,prepaid,combo
7012,16.37,179,7,330.11,497.78,night,Hyderabad,postpaid,data
7013,19.58,56,5,102.78,216.6,night,Mumbai,prepaid,data
7014,10.09,15,1,195.84,478.8,morning,Chennai,prepaid,data
7015,9.15,556,5,145.21,477.83,night,Pune,prepaid,combo
7016,15.09,80,38,325.42,267.13,morning,Delhi,postpaid,data
7017,2.74,302,10,319.33,438.28,morning,Mumbai,prepaid,combo
7018,10.98,187,4,214.99,107.81,night,Chennai,prepaid,data
7019,10.97,132,9,116.71,159.75,afternoon,Bangalore,postpaid,data
7020,1.88,530,46,447.24,435.19,night,Hyderabad,postpaid,combo
7021,8.42,572,38,213.34,293.93,morning,Mumbai,postpaid,combo
7022,17.08,336,37,223.21,90.89,afternoon,Pune,postpaid,combo
7023,17.14,585,6,160.97,86.09,evening,Hyderabad,prepaid,combo
7024,2.07,542,35,369.85,323.44,night,Hyderabad,postpaid,combo
7025,1.91,14,46,86.71,309.21,morning,Mumbai,postpaid,combo
7026,5.33,15,17,363.98,475.75,morning,Delhi,prepaid,data
7027,17.51,52,9,424.15,166.86,night,Chennai,postpaid,data
7028,2.67,291,6,94.16,158.22,evening,Delhi,postpaid,combo
7029,14.43,575,35,421.6,356.79,evening,Chennai,postpaid,combo
7030,2.11,140,30,81.23,55.71,afternoon,Delhi,postpaid,combo
7031,12.5,224,49,494.11,219.59,afternoon,Chennai,postpaid,combo
7032,7.19,34,7,272.97,310.63,afternoon,Bangalore,prepaid,data
7033,15.8,586,39,337.7,428.8,afternoon,Chennai,postpaid,combo
7034,4.75,269,9,142.5,475.75,afternoon,Chennai,prepaid,data
7035,12.82,445,39,238.49,377.72,evening,Chennai,postpaid,combo
7036,4.79,392,27,383.69,242.53,evening,Mumbai,postpaid,combo
7037,14.3,427,25,110.68,167.64,morning,Hyderabad,postpaid,combo
7038,17.49,484,19,316.9,446.58,night,Pune,prepaid,combo
7039,2.62,118,1,321.73,481.57,night,Mumbai,prepaid,data
7040,17.35,537,45,490.43,63.81,evening,Mumbai,postpaid,combo
7041,11.91,595,22,481.37,66.21,night,Delhi,prepaid,combo
7042,2.63,574,22,405.36,187.25,evening,Pune,postpaid,combo
7043,8.61,127,16,461.52,287.73,morning,Bangalore,postpaid,data
7044,3.3,195,40,396.07,324.95,night,Bangalore,postpaid,combo
7045,14.04,584,20,146.66,440.54,afternoon,Bangalore,prepaid,combo
7046,15.2,150,38,56.62,170.34,morning,Delhi,postpaid,data
7047,2.21,310,25,430.86,340.65,afternoon,Chennai,postpaid,combo
7048,10.17,235,30,183.01,52.53,morning,Hyderabad,postpaid,combo
7049,16.31,234,7,452.37,213.96,afternoon,Bangalore,postpaid,combo
7050,18.73,192,6,201.77,82.55,night,Mumbai,prepaid,data
7051,10.32,170,20,452.4,148.16,night,Bangalore,prepaid,data
7052,19.01,71,49,415.98,253.17,evening,Bangalore,prepaid,data
7053,10.76,406,22,68.83,212.19,night,Hyderabad,prepaid,combo
7054,7.94,406,12,193.92,98.69,night,Bangalore,prepaid,combo
7055,16.98,25,41,112.61,72.93,morning,Delhi,postpaid,data
7056,9.91,238,41,365.41,75.37,afternoon,Hyderabad,prepaid,combo
7057,9.49,447,27,131.04,287.94,night,Delhi,prepaid,combo
7058,9.86,423,39,299.5,269.89,morning,Pune,prepaid,combo
7059,16.95,369,26,103.22,180.63,morning,Delhi,prepaid,combo
7060,16.66,139,31,312.47,325.31,afternoon,Hyderabad,prepaid,data
7061,8.13,172,19,319.28,156.16,morning,Delhi,postpaid,data
7062,6.73,360,12,305.12,382.37,evening,Bangalore,prepaid,combo
7063,9.89,487,41,467.83,463.25,afternoon,Chennai,prepaid,combo
7064,11.5,47,1,56.05,213.52,night,Hyderabad,prepaid,data
7065,4.84,307,42,261.33,383.26,afternoon,Mumbai,prepaid,combo
7066,15.9,241,18,49.08,257.27,afternoon,Chennai,prepaid,combo
7067,9.78,528,48,64.31,243.65,afternoon,Chennai,postpaid,combo
7068,6.75,577,14,347.38,469.59,morning,Bangalore,prepaid,combo
7069,2.23,177,26,442.23,265.01,afternoon,Delhi,prepaid,combo
7070,4.85,74,11,417.11,446.66,morning,Pune,prepaid,combo
7071,18.99,203,39,211.4,103.43,morning,Delhi,postpaid,combo
7072,6.17,461,9,220.15,138.85,afternoon,Delhi,postpaid,combo
7073,3.46,179,27,218.8,463.16,night,Pune,postpaid,combo
7074,9.27,240,3,224.53,472.75,afternoon,Pune,prepaid,data
7075,6.21,290,3,211.32,448.57,evening,Hyderabad,postpaid,data
7076,0.8,15,27,151.86,446.84,evening,Pune,prepaid,combo
7077,6.53,273,41,446.06,96.76,morning,Mumbai,postpaid,combo
7078,10.93,62,43,389.89,392.98,evening,Delhi,postpaid,data
7079,11.08,28,28,171.54,58.06,night,Pune,postpaid,data
7080,7.2,274,11,284.66,80.33,morning,Pune,prepaid,combo
7081,9.0,170,48,124.38,398.04,night,Chennai,postpaid,data
7082,19.31,169,21,351.99,105.06,evening,Chennai,prepaid,data
7083,7.61,32,3,135.39,357.93,afternoon,Mumbai,postpaid,data
7084,5.24,171,24,409.9,376.97,afternoon,Bangalore,prepaid,combo
7085,4.94,352,49,394.21,271.0,afternoon,Mumbai,prepaid,combo
7086,9.21,425,7,413.19,172.37,evening,Mumbai,postpaid,combo
7087,15.21,394,28,321.63,363.79,evening,Chennai,postpaid,combo
7088,4.2,16,6,77.82,468.34,night,Pune,postpaid,combo
7089,14.21,545,7,223.65,173.04,evening,Delhi,prepaid,combo
7090,0.52,139,17,97.05,409.44,afternoon,Hyderabad,prepaid,combo
7091,8.44,265,25,236.14,96.83,morning,Bangalore,postpaid,data
7092,15.54,259,8,450.12,171.57,evening,Hyderabad,prepaid,data
7093,6.84,348,35,198.54,138.12,morning,Mumbai,postpaid,combo
7094,11.32,365,30,235.45,452.44,evening,Bangalore,prepaid,combo
7095,4.18,321,48,389.11,256.57,morning,Delhi,postpaid,combo
7096,14.87,492,5,155.53,59.8,afternoon,Pune,postpaid,combo
7097,1.14,41,35,421.57,84.24,night,Delhi,prepaid,combo
7098,17.07,598,14,486.07,125.47,night,Hyderabad,postpaid,combo
7099,4.04,102,17,481.63,171.11,afternoon,Mumbai,postpaid,data
7100,17.5,531,48,66.71,245.74,night,Pune,prepaid,combo
7101,7.12,43,39,263.58,85.59,afternoon,Delhi,postpaid,combo
7102,14.48,298,43,151.68,173.92,afternoon,Mumbai,prepaid,combo
7103,6.45,353,9,54.35,94.51,afternoon,Delhi,postpaid,combo
7104,18.13,517,7,240.29,470.46,night,Bangalore,postpaid,combo
7105,2.62,322,24,356.48,112.47,night,Chennai,prepaid,combo
7106,3.65,213,33,60.47,113.79,night,Mumbai,prepaid,combo
7107,9.91,231,35,304.32,118.48,afternoon,Hyderabad,postpaid,combo
7108,1.73,41,5,80.13,167.83,morning,Mumbai,postpaid,combo
7109,4.0,438,22,334.85,251.54,afternoon,Delhi,postpaid,combo
7110,18.88,11,47,269.53,163.31,night,Bangalore,postpaid,data
7111,19.53,516,35,351.52,94.68,evening,Hyderabad,postpaid,combo
7112,7.59,471,19,97.89,258.83,morning,Chennai,prepaid,combo
7113,18.47,192,22,355.25,162.66,afternoon,Pune,postpaid,data
7114,10.94,68,22,162.47,426.94,morning,Chennai,prepaid,data
7115,5.47,298,35,50.14,445.63,morning,Mumbai,prepaid,combo
7116,14.08,105,45,445.93,113.45,afternoon,Pune,prepaid,data
7117,13.21,514,44,215.85,57.23,morning,Mumbai,postpaid,combo
7118,19.78,220,21,462.98,338.38,night,Bangalore,prepaid,combo
7119,5.37,467,22,284.62,154.38,evening,Mumbai,prepaid,combo
7120,13.47,580,41,114.15,341.77,evening,Mumbai,prepaid,combo
7121,1.14,38,8,380.22,391.22,night,Delhi,prepaid,combo
7122,2.36,212,28,483.0,312.27,night,Delhi,prepaid,combo
7123,0.18,121,20,363.02,400.46,morning,Mumbai,postpaid,data
7124,19.99,374,37,446.84,244.68,morning,Bangalore,postpaid,combo
7125,16.07,132,36,114.06,257.32,evening,Chennai,prepaid,data
7126,15.76,312,36,111.61,128.83,night,Chennai,postpaid,combo
7127,10.24,579,29,70.72,394.04,morning,Pune,postpaid,combo
7128,6.07,264,2,254.83,194.58,afternoon,Mumbai,postpaid,data
7129,3.11,238,32,157.36,470.16,afternoon,Delhi,postpaid,combo
7130,5.77,350,49,411.76,417.5,night,Delhi,prepaid,combo
7131,7.58,574,47,111.68,281.75,morning,Delhi,prepaid,combo
7132,15.15,351,38,492.15,59.97,morning,Pune,postpaid,combo
7133,10.84,347,42,343.68,392.21,morning,Delhi,postpaid,combo
7134,1.64,267,15,187.69,148.81,afternoon,Hyderabad,prepaid,combo
7135,0.46,69,27,480.41,247.46,morning,Hyderabad,prepaid,combo
7136,2.14,238,19,386.87,486.77,morning,Pune,prepaid,data
7137,8.27,349,42,88.7,367.17,night,Chennai,postpaid,combo
7138,18.67,441,9,451.63,469.17,night,Pune,prepaid,combo
7139,12.78,127,27,338.6,450.16,night,Chennai,postpaid,data
7140,16.06,35,44,145.45,399.22,evening,Chennai,postpaid,data
7141,9.38,349,35,57.93,149.73,morning,Delhi,prepaid,combo
7142,7.3,180,7,409.12,410.38,evening,Chennai,postpaid,data
7143,2.26,262,38,258.36,91.25,afternoon,Hyderabad,postpaid,combo
7144,17.53,541,23,102.23,80.71,night,Chennai,postpaid,combo
7145,15.68,358,0,315.78,254.52,morning,Bangalore,prepaid,combo
7146,3.45,313,16,411.15,492.6,night,Bangalore,postpaid,combo
7147,10.29,386,19,343.25,252.23,afternoon,Bangalore,prepaid,combo
7148,9.8,360,12,422.1,178.11,night,Mumbai,postpaid,combo
7149,12.54,582,12,341.74,126.36,afternoon,Hyderabad,prepaid,combo
7150,18.93,160,40,498.9,134.83,afternoon,Pune,postpaid,data
7151,11.64,239,30,228.79,482.95,night,Bangalore,postpaid,combo
7152,10.85,345,21,126.72,297.94,evening,Pune,postpaid,combo
7153,1.1,284,14,424.04,178.19,evening,Chennai,postpaid,combo
7154,1.35,213,14,237.43,222.81,afternoon,Chennai,postpaid,combo
7155,3.83,237,33,284.54,413.9,afternoon,Delhi,prepaid,combo
7156,0.75,278,46,362.69,170.83,night,Hyderabad,prepaid,combo
7157,14.89,188,35,92.25,396.35,night,Mumbai,prepaid,data
7158,14.49,266,31,123.32,199.91,afternoon,Mumbai,postpaid,combo
7159,2.81,524,12,143.71,290.93,night,Mumbai,postpaid,combo
7160,16.74,17,19,163.43,430.08,afternoon,Delhi,postpaid,data
7161,3.18,345,24,312.25,214.17,night,Pune,postpaid,combo
7162,6.09,49,21,402.51,178.83,night,Hyderabad,postpaid,combo
7163,5.05,440,2,378.2,208.96,night,Hyderabad,prepaid,combo
7164,7.51,339,40,109.83,439.21,night,Bangalore,prepaid,combo
7165,5.17,252,28,238.0,410.51,evening,Delhi,postpaid,combo
7166,9.83,174,40,391.92,53.85,morning,Hyderabad,postpaid,data
7167,8.21,489,3,205.97,109.53,evening,Hyderabad,prepaid,combo
7168,19.73,292,17,164.09,491.31,evening,Pune,postpaid,data
7169,1.21,104,39,87.02,218.79,night,Chennai,postpaid,combo
7170,2.93,140,20,311.67,131.01,morning,Pune,postpaid,data
7171,1.15,218,30,155.31,210.48,afternoon,Chennai,prepaid,combo
7172,12.55,531,33,219.77,472.99,night,Mumbai,postpaid,combo
7173,1.18,550,16,250.06,401.64,evening,Delhi,postpaid,combo
7174,16.75,587,25,183.1,65.15,evening,Mumbai,prepaid,combo
7175,10.29,490,24,482.72,197.05,morning,Delhi,postpaid,combo
7176,10.59,533,3,416.69,316.89,night,Hyderabad,prepaid,combo
7177,11.28,534,38,116.3,98.09,morning,Mumbai,prepaid,combo
7178,3.5,373,27,98.83,97.89,morning,Pune,prepaid,combo
7179,4.03,432,37,247.93,351.09,morning,Pune,postpaid,combo
7180,6.44,222,1,290.94,264.28,afternoon,Delhi,prepaid,data
7181,11.91,178,2,131.23,393.11,afternoon,Pune,prepaid,data
7182,4.28,217,28,319.37,249.45,night,Hyderabad,prepaid,combo
7183,2.42,436,27,286.74,128.18,afternoon,Pune,prepaid,combo
7184,19.41,583,37,241.48,134.45,morning,Bangalore,postpaid,combo
7185,0.54,530,26,160.12,321.91,afternoon,Mumbai,postpaid,combo
7186,16.07,28,6,234.48,234.69,morning,Hyderabad,prepaid,data
7187,15.78,495,20,471.96,67.96,afternoon,Mumbai,postpaid,combo
7188,6.01,96,37,233.49,448.05,night,Pune,prepaid,combo
7189,2.8,539,13,389.11,312.6,morning,Bangalore,prepaid,combo
7190,3.0,246,43,56.61,386.57,afternoon,Hyderabad,postpaid,combo
7191,13.98,183,22,115.72,248.89,evening,Bangalore,postpaid,data
7192,12.89,113,34,160.03,258.09,evening,Mumbai,prepaid,data
7193,15.68,246,29,346.34,65.56,afternoon,Pune,postpaid,combo
7194,18.76,570,28,290.84,223.72,evening,Delhi,postpaid,combo
7195,13.87,111,8,316.54,117.24,evening,Bangalore,postpaid,data
7196,3.2,595,44,246.81,188.62,afternoon,Pune,prepaid,combo
7197,4.94,180,22,393.38,446.91,night,Pune,prepaid,data
7198,16.86,147,4,100.03,134.21,afternoon,Hyderabad,prepaid,data
7199,4.27,47,13,252.75,478.02,afternoon,Pune,prepaid,combo
7200,1.54,400,14,375.95,418.01,night,Bangalore,prepaid,combo
7201,14.1,426,14,228.72,271.83,evening,Mumbai,prepaid,combo
7202,8.11,33,34,212.11,484.93,night,Chennai,postpaid,data
7203,18.41,441,10,265.71,358.16,night,Hyderabad,prepaid,combo
7204,13.04,296,28,61.09,139.71,afternoon,Bangalore,postpaid,combo
7205,1.9,91,36,391.16,79.58,morning,Pune,postpaid,combo
7206,18.96,264,7,383.24,391.15,afternoon,Mumbai,postpaid,combo
7207,5.25,544,49,425.31,421.95,night,Mumbai,prepaid,combo
7208,6.81,336,20,111.23,262.72,morning,Delhi,prepaid,combo
7209,8.1,507,14,406.29,170.67,afternoon,Pune,prepaid,combo
7210,1.12,593,44,389.26,71.43,evening,Hyderabad,prepaid,combo
7211,9.98,408,11,450.71,320.69,morning,Delhi,postpaid,combo
7212,2.55,559,32,98.21,203.34,night,Delhi,postpaid,combo
7213,8.08,165,46,415.65,248.78,morning,Delhi,postpaid,data
7214,7.08,136,38,221.91,194.37,evening,Hyderabad,prepaid,combo
7215,15.48,286,7,86.27,252.18,afternoon,Hyderabad,prepaid,combo
7216,16.08,36,23,412.77,193.11,morning,Chennai,prepaid,data
7217,3.15,577,31,397.43,427.56,morning,Hyderabad,prepaid,combo
7218,7.39,30,6,328.26,368.46,morning,Bangalore,postpaid,data
7219,7.53,535,24,264.57,356.06,morning,Delhi,prepaid,combo
7220,3.11,250,48,173.83,311.74,night,Chennai,postpaid,combo
7221,15.99,116,36,469.77,407.01,morning,Pune,postpaid,data
7222,14.17,591,45,370.64,137.97,night,Delhi,postpaid,combo
7223,3.89,549,16,246.47,402.21,afternoon,Mumbai,postpaid,combo
7224,7.4,230,30,225.34,60.02,afternoon,Mumbai,prepaid,combo
7225,2.21,76,9,351.48,291.05,afternoon,Bangalore,postpaid,data
7226,12.6,251,42,223.95,408.32,night,Bangalore,postpaid,combo
7227,2.52,533,49,150.74,344.08,evening,Bangalore,postpaid,combo
7228,19.72,405,49,283.94,306.97,night,Mumbai,prepaid,combo
7229,15.64,212,7,385.7,64.75,evening,Hyderabad,postpaid,data
7230,7.87,229,0,475.85,134.19,night,Chennai,prepaid,combo
7231,11.61,428,8,169.6,149.96,morning,Pune,postpaid,combo
7232,18.24,235,41,208.46,387.64,afternoon,Bangalore,prepaid,combo
7233,11.13,223,47,99.43,463.37,morning,Hyderabad,postpaid,combo
7234,3.57,368,25,431.61,115.14,evening,Delhi,prepaid,combo
7235,7.64,510,9,338.65,71.55,afternoon,Mumbai,prepaid,combo
7236,16.88,480,25,410.97,370.24,evening,Chennai,postpaid,combo
7237,12.92,28,44,79.54,195.69,night,Hyderabad,postpaid,data
7238,13.05,360,17,244.75,189.76,morning,Chennai,prepaid,combo
7239,17.35,324,2,417.15,347.07,night,Delhi,prepaid,combo
7240,17.89,223,27,111.46,408.0,evening,Chennai,prepaid,combo
7241,18.4,501,16,301.0,179.31,night,Delhi,prepaid,combo
7242,1.99,231,14,279.13,492.75,afternoon,Delhi,postpaid,data
7243,10.93,278,34,49.32,403.23,evening,Hyderabad,prepaid,combo
7244,14.84,93,41,188.89,81.6,evening,Pune,postpaid,data
7245,15.16,53,24,252.37,358.18,morning,Pune,postpaid,data
7246,12.17,597,12,436.78,453.63,evening,Mumbai,prepaid,combo
7247,3.42,170,1,301.71,71.93,morning,Pune,prepaid,combo
7248,15.97,386,34,156.95,291.0,evening,Pune,prepaid,combo
7249,14.43,317,21,156.54,283.56,evening,Hyderabad,postpaid,combo
7250,1.81,126,17,440.73,380.98,night,Delhi,prepaid,combo
7251,9.33,348,20,271.37,243.06,afternoon,Pune,prepaid,combo
7252,3.56,334,10,445.32,160.72,morning,Mumbai,postpaid,combo
7253,6.82,14,48,356.48,197.19,afternoon,Chennai,prepaid,combo
7254,0.46,430,42,253.56,64.05,afternoon,Hyderabad,postpaid,combo
7255,8.07,80,48,466.56,457.06,evening,Pune,postpaid,data
7256,11.04,113,46,92.03,490.61,evening,Chennai,prepaid,data
7257,12.43,65,41,336.98,252.29,afternoon,Hyderabad,postpaid,data
7258,13.3,316,3,492.3,437.27,evening,Pune,postpaid,combo
7259,16.74,505,24,468.82,451.47,evening,Chennai,prepaid,combo
7260,4.39,179,33,238.7,304.78,morning,Chennai,prepaid,combo
7261,2.5,150,45,151.39,181.34,evening,Pune,postpaid,combo
7262,17.05,43,4,140.92,337.27,night,Hyderabad,prepaid,data
7263,3.22,365,40,81.3,392.5,afternoon,Bangalore,postpaid,combo
7264,19.5,427,32,484.19,397.33,night,Chennai,prepaid,combo
7265,16.87,62,43,372.49,274.41,night,Bangalore,prepaid,data
7266,10.07,12,6,223.21,362.8,afternoon,Mumbai,postpaid,data
7267,19.63,339,27,285.91,425.41,morning,Mumbai,postpaid,combo
7268,2.04,158,43,265.17,410.3,night,Chennai,postpaid,combo
7269,6.13,515,19,186.04,149.93,morning,Mumbai,prepaid,combo
7270,12.8,310,9,209.29,292.04,morning,Bangalore,prepaid,combo
7271,7.07,142,29,351.15,235.92,morning,Chennai,prepaid,combo
7272,18.57,268,2,159.72,132.83,evening,Pune,prepaid,data
7273,1.41,285,27,49.74,262.71,night,Mumbai,postpaid,combo
7274,11.03,70,30,473.02,118.27,afternoon,Delhi,postpaid,data
7275,11.86,156,39,66.86,161.25,afternoon,Mumbai,prepaid,data
7276,13.09,505,38,280.42,166.62,night,Mumbai,postpaid,combo
7277,5.19,570,30,320.38,268.12,afternoon,Mumbai,prepaid,combo
7278,7.35,425,1,115.67,108.01,night,Hyderabad,prepaid,combo
7279,16.89,140,30,171.24,359.87,afternoon,Bangalore,prepaid,data
7280,3.98,237,17,240.07,450.26,evening,Chennai,postpaid,data
7281,16.55,103,9,94.42,338.98,morning,Delhi,prepaid,data
7282,11.3,581,31,224.86,245.24,night,Mumbai,prepaid,combo
7283,15.27,107,47,497.57,390.64,night,Bangalore,prepaid,data
7284,14.3,196,7,475.75,122.18,morning,Delhi,prepaid,data
7285,4.23,563,20,227.81,447.07,evening,Chennai,postpaid,combo
7286,11.42,434,20,446.27,234.08,night,Mumbai,postpaid,combo
7287,17.37,594,42,296.77,401.38,night,Delhi,postpaid,combo
7288,8.7,548,45,490.8,240.39,evening,Pune,postpaid,combo
7289,19.34,183,20,312.29,107.14,evening,Chennai,postpaid,data
7290,9.1,536,30,86.35,275.55,morning,Bangalore,prepaid,combo
7291,2.94,494,26,331.36,472.8,afternoon,Hyderabad,postpaid,combo
7292,7.85,178,28,217.21,319.62,evening,Hyderabad,postpaid,combo
7293,19.04,594,13,372.56,442.52,evening,Pune,prepaid,combo
7294,6.46,588,8,213.02,135.73,night,Mumbai,prepaid,combo
7295,17.38,439,10,198.83,180.09,evening,Mumbai,postpaid,combo
7296,17.64,141,6,348.09,366.69,evening,Pune,postpaid,data
7297,7.07,133,4,93.59,407.12,afternoon,Hyderabad,prepaid,data
7298,1.76,183,7,130.23,160.51,evening,Pune,prepaid,data
7299,14.52,396,40,233.2,201.25,afternoon,Hyderabad,postpaid,combo
7300,6.3,150,2,54.43,151.21,night,Pune,prepaid,data
7301,15.68,449,32,135.71,88.3,afternoon,Bangalore,postpaid,combo
7302,8.91,381,18,300.4,89.94,evening,Hyderabad,prepaid,combo
7303,9.76,296,46,376.72,437.3,afternoon,Chennai,postpaid,combo
7304,15.58,100,47,212.63,275.64,night,Delhi,postpaid,data
7305,7.71,218,31,248.6,116.92,evening,Delhi,postpaid,combo
7306,8.92,556,40,205.4,393.74,morning,Mumbai,prepaid,combo
7307,7.59,583,8,86.65,122.31,morning,Delhi,prepaid,combo
7308,7.41,161,10,472.35,492.95,morning,Chennai,prepaid,combo
7309,10.57,586,34,269.05,278.77,night,Delhi,postpaid,combo
7310,16.2,230,11,103.96,104.26,afternoon,Pune,prepaid,data
7311,7.3,309,11,447.08,68.0,afternoon,Bangalore,prepaid,combo
7312,10.53,364,33,257.31,362.35,evening,Hyderabad,postpaid,combo
7313,13.45,572,49,279.31,158.08,evening,Chennai,prepaid,combo
7314,5.46,201,35,392.44,458.3,evening,Bangalore,postpaid,combo
7315,5.62,419,33,262.83,142.99,morning,Mumbai,postpaid,combo
7316,18.67,366,29,276.52,406.81,afternoon,Chennai,postpaid,combo
7317,14.5,253,40,79.66,248.28,night,Hyderabad,postpaid,combo
7318,11.59,67,2,268.31,336.88,night,Mumbai,prepaid,data
7319,12.99,35,33,158.96,63.87,afternoon,Mumbai,postpaid,data
7320,0.68,495,48,221.69,49.64,morning,Delhi,prepaid,combo
7321,12.4,126,31,311.04,384.64,afternoon,Mumbai,prepaid,data
7322,10.24,251,14,76.7,180.89,morning,Delhi,prepaid,combo
7323,10.96,239,7,88.96,255.99,evening,Hyderabad,postpaid,data
7324,7.25,102,38,228.7,426.32,afternoon,Bangalore,prepaid,combo
7325,1.72,230,41,343.17,472.37,afternoon,Hyderabad,prepaid,combo
7326,3.95,236,48,365.75,236.55,evening,Chennai,postpaid,combo
7327,19.02,578,8,475.36,358.06,evening,Mumbai,postpaid,combo
7328,8.23,591,25,63.76,349.03,evening,Hyderabad,prepaid,combo
7329,9.39,594,21,162.72,183.53,afternoon,Bangalore,postpaid,combo
7330,1.15,135,37,437.51,102.53,evening,Bangalore,postpaid,combo
7331,0.85,299,29,160.6,312.35,morning,Mumbai,postpaid,combo
7332,14.37,508,32,249.8,476.21,night,Bangalore,postpaid,combo
7333,10.81,481,13,337.44,61.1,evening,Chennai,postpaid,combo
7334,10.22,531,4,473.88,167.46,evening,Hyderabad,postpaid,combo
7335,4.94,31,9,454.94,386.81,night,Delhi,postpaid,combo
7336,14.92,166,43,323.56,487.56,night,Bangalore,postpaid,data
7337,3.45,271,24,353.91,149.95,evening,Chennai,postpaid,combo
7338,3.88,119,19,447.76,267.05,night,Bangalore,postpaid,combo
7339,9.27,510,10,322.3,213.31,afternoon,Chennai,postpaid,combo
7340,5.8,375,33,152.26,397.19,night,Delhi,postpaid,combo
7341,5.02,22,15,74.29,250.77,evening,Chennai,postpaid,combo
7342,12.94,72,3,313.74,162.55,night,Bangalore,postpaid,data
7343,13.05,33,35,394.8,410.55,evening,Mumbai,postpaid,data
7344,16.51,362,27,364.93,128.9,morning,Chennai,prepaid,combo
7345,8.41,349,9,313.1,75.26,night,Hyderabad,postpaid,combo
7346,1.55,28,23,268.3,426.68,evening,Bangalore,prepaid,combo
7347,5.55,97,47,357.21,137.94,morning,Bangalore,prepaid,combo
7348,19.6,590,8,83.32,147.45,evening,Mumbai,prepaid,combo
7349,11.97,159,5,286.71,190.08,morning,Hyderabad,postpaid,data
7350,14.22,101,36,140.53,353.4,afternoon,Pune,postpaid,data
7351,0.25,154,9,329.06,102.98,evening,Chennai,postpaid,combo
7352,10.41,184,30,58.22,284.62,night,Pune,postpaid,data
7353,0.85,400,35,432.29,367.22,night,Delhi,postpaid,combo
7354,11.43,154,40,281.57,496.72,evening,Pune,prepaid,data
7355,18.42,469,33,262.48,108.13,afternoon,Delhi,postpaid,combo
7356,19.37,144,8,462.04,196.42,night,Chennai,prepaid,data
7357,10.86,550,28,161.74,126.88,afternoon,Mumbai,prepaid,combo
7358,9.22,246,40,150.39,276.93,night,Delhi,prepaid,combo
7359,18.91,351,37,55.22,125.33,morning,Delhi,postpaid,combo
7360,13.5,596,45,80.62,303.86,afternoon,Hyderabad,postpaid,combo
7361,1.39,50,0,122.88,236.85,night,Pune,postpaid,combo
7362,9.37,255,49,254.3,216.18,night,Delhi,prepaid,combo
7363,4.88,468,11,403.94,60.79,afternoon,Delhi,postpaid,combo
